gene_id	gene_name	gene_type
ENSG00000260091.1	661	lincRNA
ENSG00000260101.1	852	lincRNA
ENSG00000260135.5	453	lincRNA
ENSG00000260136.4	870	lincRNA
ENSG00000260166.1	174	lincRNA
ENSG00000260186.4	313	lincRNA
ENSG00000260193.1	225	lincRNA
ENSG00000260197.1	295	lincRNA
ENSG00000260219.2	1392	lincRNA
ENSG00000260257.2	1404	lincRNA
ENSG00000260259.1	245	lincRNA
ENSG00000260260.1	1533	lincRNA
ENSG00000260261.1	429	lincRNA
ENSG00000260265.1	285	lincRNA
ENSG00000260274.1	777	lincRNA
ENSG00000260303.1	205	lincRNA
ENSG00000260306.1	158	lincRNA
ENSG00000260317.1	562	lincRNA
ENSG00000260404.2	1002	lincRNA
ENSG00000260417.1	305	lincRNA
ENSG00000260418.1	668	lincRNA
ENSG00000260423.1	193	lincRNA
ENSG00000260448.4	594	lincRNA
ENSG00000260517.2	262	lincRNA
ENSG00000260558.1	180	lincRNA
ENSG00000260563.3	1397	lincRNA
ENSG00000260588.1	177	lincRNA
ENSG00000260646.1	194	lincRNA
ENSG00000260693.1	166	lincRNA
ENSG00000260698.1	162	lincRNA
ENSG00000260710.1	338	lincRNA
ENSG00000260778.3	739	lincRNA
ENSG00000260804.3	1215	lincRNA
ENSG00000260805.2	524	lincRNA
ENSG00000260807.5	313	lincRNA
ENSG00000260808.1	309	lincRNA
ENSG00000260810.1	286	lincRNA
ENSG00000260837.1	309	lincRNA
ENSG00000260877.1	183	lincRNA
ENSG00000260884.1	571	lincRNA
ENSG00000260896.4	315	lincRNA
ENSG00000260911.2	622	lincRNA
ENSG00000260953.1	266	lincRNA
ENSG00000260955.2	252	lincRNA
ENSG00000260979.1	470	lincRNA
ENSG00000261000.1	364	lincRNA
ENSG00000261008.5	226	lincRNA
ENSG00000261039.2	475	lincRNA
ENSG00000261064.1	430	lincRNA
ENSG00000261068.2	350	lincRNA
ENSG00000261069.3	232	lincRNA
ENSG00000261087.1	715	lincRNA
ENSG00000261098.1	359	lincRNA
ENSG00000261159.1	595	lincRNA
ENSG00000261172.1	327	lincRNA
ENSG00000261218.4	783	lincRNA
ENSG00000261220.2	1116	lincRNA
ENSG00000261326.2	776	lincRNA
ENSG00000261353.1	1276	lincRNA
ENSG00000261386.2	617	lincRNA
ENSG00000261423.1	372	lincRNA
ENSG00000261433.1	169	lincRNA
ENSG00000261455.1	1478	lincRNA
ENSG00000261474.1	1348	lincRNA
ENSG00000261512.2	686	lincRNA
ENSG00000261526.2	1453	lincRNA
ENSG00000261618.1	223	lincRNA
ENSG00000261673.1	155	lincRNA
ENSG00000261754.2	201	lincRNA
ENSG00000261770.1	233	lincRNA
ENSG00000261775.1	336	lincRNA
ENSG00000261824.5	827	lincRNA
ENSG00000261888.1	240	lincRNA
ENSG00000261889.1	321	lincRNA
ENSG00000261996.1	276	lincRNA
ENSG00000261997.1	288	lincRNA
ENSG00000262089.1	1484	lincRNA
ENSG00000262098.1	268	lincRNA
ENSG00000262155.1	343	lincRNA
ENSG00000262202.4	385	lincRNA
ENSG00000262228.2	156	lincRNA
ENSG00000262370.4	850	lincRNA
ENSG00000262454.1	539	lincRNA
ENSG00000262468.4	1057	lincRNA
ENSG00000262477.1	271	lincRNA
ENSG00000262663.1	370	lincRNA
ENSG00000262686.1	201	lincRNA
ENSG00000262772.1	400	lincRNA
ENSG00000262837.1	202	lincRNA
ENSG00000262873.1	331	lincRNA
ENSG00000262877.4	546	lincRNA
ENSG00000263004.1	1234	lincRNA
ENSG00000263050.1	1250	lincRNA
ENSG00000263105.1	193	lincRNA
ENSG00000263126.1	450	lincRNA
ENSG00000263164.1	258	lincRNA
ENSG00000263321.1	251	lincRNA
ENSG00000263470.1	951	lincRNA
ENSG00000263494.1	245	lincRNA
ENSG00000263603.1	293	lincRNA
ENSG00000263655.1	297	lincRNA
ENSG00000263667.1	222	lincRNA
ENSG00000263731.1	990	lincRNA
ENSG00000263753.5	1427	lincRNA
ENSG00000263874.1	395	lincRNA
ENSG00000263990.1	750	lincRNA
ENSG00000264016.2	185	lincRNA
ENSG00000264112.1	1101	lincRNA
ENSG00000264222.1	158	lincRNA
ENSG00000264247.1	1399	lincRNA
ENSG00000264278.1	1020	lincRNA
ENSG00000264520.1	301	lincRNA
ENSG00000264575.1	673	lincRNA
ENSG00000265369.3	410	lincRNA
ENSG00000265443.1	279	lincRNA
ENSG00000265519.1	773	lincRNA
ENSG00000265743.1	1122	lincRNA
ENSG00000265750.1	270	lincRNA
ENSG00000265787.1	185	lincRNA
ENSG00000265975.1	747	lincRNA
ENSG00000266088.4	669	lincRNA
ENSG00000266111.2	273	lincRNA
ENSG00000266176.1	158	lincRNA
ENSG00000266378.1	169	lincRNA
ENSG00000266389.1	708	lincRNA
ENSG00000266402.3	1306	lincRNA
ENSG00000266490.1	1323	lincRNA
ENSG00000266538.1	318	lincRNA
ENSG00000266651.1	819	lincRNA
ENSG00000266709.1	430	lincRNA
ENSG00000266897.1	310	lincRNA
ENSG00000266904.4	236	lincRNA
ENSG00000266912.1	178	lincRNA
ENSG00000266913.1	192	lincRNA
ENSG00000266970.1	169	lincRNA
ENSG00000267002.1	1268	lincRNA
ENSG00000267004.1	207	lincRNA
ENSG00000267006.1	180	lincRNA
ENSG00000267045.1	531	lincRNA
ENSG00000267100.1	1530	lincRNA
ENSG00000267107.5	419	lincRNA
ENSG00000267108.1	437	lincRNA
ENSG00000267114.1	444	lincRNA
ENSG00000267123.4	311	lincRNA
ENSG00000267152.1	1005	lincRNA
ENSG00000267194.1	666	lincRNA
ENSG00000267212.1	247	lincRNA
ENSG00000267259.1	169	lincRNA
ENSG00000267321.1	1527	lincRNA
ENSG00000267364.1	763	lincRNA
ENSG00000267373.1	166	lincRNA
ENSG00000267397.1	226	lincRNA
ENSG00000267414.1	334	lincRNA
ENSG00000267416.1	228	lincRNA
ENSG00000267453.5	288	lincRNA
ENSG00000267454.4	382	lincRNA
ENSG00000267457.1	232	lincRNA
ENSG00000267475.1	1275	lincRNA
ENSG00000267519.3	1433	lincRNA
ENSG00000267521.1	210	lincRNA
ENSG00000267530.2	177	lincRNA
ENSG00000267547.1	810	lincRNA
ENSG00000267575.5	802	lincRNA
ENSG00000267583.4	182	lincRNA
ENSG00000267640.4	209	lincRNA
ENSG00000267649.1	230	lincRNA
ENSG00000267653.1	186	lincRNA
ENSG00000267658.1	331	lincRNA
ENSG00000267731.1	357	lincRNA
ENSG00000267734.1	206	lincRNA
ENSG00000267780.2	157	lincRNA
ENSG00000267834.1	361	lincRNA
ENSG00000267838.2	708	lincRNA
ENSG00000267868.1	193	lincRNA
ENSG00000267886.1	525	lincRNA
ENSG00000267898.1	336	lincRNA
ENSG00000267939.1	809	lincRNA
ENSG00000268027.4	1034	lincRNA
ENSG00000268087.1	1268	lincRNA
ENSG00000268205.1	1491	lincRNA
ENSG00000268307.1	242	lincRNA
ENSG00000268355.1	756	lincRNA
ENSG00000268362.4	832	lincRNA
ENSG00000268392.1	164	lincRNA
ENSG00000268471.4	1014	lincRNA
ENSG00000268555.1	232	lincRNA
ENSG00000268568.1	547	lincRNA
ENSG00000268573.1	367	lincRNA
ENSG00000268615.1	195	lincRNA
ENSG00000268658.4	161	lincRNA
ENSG00000268713.1	1473	lincRNA
ENSG00000268734.1	573	lincRNA
ENSG00000268751.1	281	lincRNA
ENSG00000268798.1	301	lincRNA
ENSG00000268804.1	527	lincRNA
ENSG00000268836.1	706	lincRNA
ENSG00000268912.1	291	lincRNA
ENSG00000268941.2	172	lincRNA
ENSG00000268945.1	248	lincRNA
ENSG00000269038.1	538	lincRNA
ENSG00000269051.4	1007	lincRNA
ENSG00000269202.1	229	lincRNA
ENSG00000269220.1	957	lincRNA
ENSG00000269246.1	1032	lincRNA
ENSG00000269399.2	598	lincRNA
ENSG00000269439.4	643	lincRNA
ENSG00000269483.1	222	lincRNA
ENSG00000269640.4	1443	lincRNA
ENSG00000269646.1	468	lincRNA
ENSG00000269667.1	210	lincRNA
ENSG00000269720.1	296	lincRNA
ENSG00000269843.1	527	lincRNA
ENSG00000269873.1	246	lincRNA
ENSG00000269888.1	1096	lincRNA
ENSG00000269892.1	446	lincRNA
ENSG00000269893.5	1540	lincRNA
ENSG00000269900.3	168	lincRNA
ENSG00000269902.1	481	lincRNA
ENSG00000269903.1	211	lincRNA
ENSG00000269921.1	389	lincRNA
ENSG00000269929.1	214	lincRNA
ENSG00000269930.1	201	lincRNA
ENSG00000269936.3	585	lincRNA
ENSG00000269946.1	852	lincRNA
ENSG00000269947.1	514	lincRNA
ENSG00000269949.1	490	lincRNA
ENSG00000269954.1	268	lincRNA
ENSG00000269961.1	224	lincRNA
ENSG00000269967.1	346	lincRNA
ENSG00000269973.1	964	lincRNA
ENSG00000269974.1	759	lincRNA
ENSG00000269978.1	182	lincRNA
ENSG00000270012.1	735	lincRNA
ENSG00000270019.1	214	lincRNA
ENSG00000270022.3	450	lincRNA
ENSG00000270030.1	155	lincRNA
ENSG00000270038.1	279	lincRNA
ENSG00000270039.1	1027	lincRNA
ENSG00000270069.1	859	lincRNA
ENSG00000270076.1	237	lincRNA
ENSG00000270091.1	852	lincRNA
ENSG00000270115.1	346	lincRNA
ENSG00000270124.1	372	lincRNA
ENSG00000270127.2	721	lincRNA
ENSG00000270147.1	364	lincRNA
ENSG00000270164.1	780	lincRNA
ENSG00000270170.1	1530	lincRNA
ENSG00000270177.1	220	lincRNA
ENSG00000270189.1	1265	lincRNA
ENSG00000270190.1	201	lincRNA
ENSG00000270195.1	1012	lincRNA
ENSG00000270419.1	634	lincRNA
ENSG00000270547.4	360	lincRNA
ENSG00000270562.1	380	lincRNA
ENSG00000270659.1	476	lincRNA
ENSG00000270673.1	939	lincRNA
ENSG00000270761.1	844	lincRNA
ENSG00000270933.1	696	lincRNA
ENSG00000270964.1	233	lincRNA
ENSG00000270972.1	274	lincRNA
ENSG00000271020.1	601	lincRNA
ENSG00000271046.1	331	lincRNA
ENSG00000271109.1	1037	lincRNA
ENSG00000271141.1	285	lincRNA
ENSG00000271151.1	264	lincRNA
ENSG00000271204.1	271	lincRNA
ENSG00000271324.1	373	lincRNA
ENSG00000271367.1	303	lincRNA
ENSG00000271398.1	200	lincRNA
ENSG00000271420.1	174	lincRNA
ENSG00000271427.1	170	lincRNA
ENSG00000271551.1	312	lincRNA
ENSG00000271553.1	467	lincRNA
ENSG00000271576.1	459	lincRNA
ENSG00000271584.1	189	lincRNA
ENSG00000271614.1	670	lincRNA
ENSG00000271643.1	491	lincRNA
ENSG00000271646.1	1252	lincRNA
ENSG00000271732.1	191	lincRNA
ENSG00000271734.1	183	lincRNA
ENSG00000271737.1	503	lincRNA
ENSG00000271742.1	248	lincRNA
ENSG00000271751.1	291	lincRNA
ENSG00000271771.1	235	lincRNA
ENSG00000271780.1	1048	lincRNA
ENSG00000271788.1	280	lincRNA
ENSG00000271789.1	260	lincRNA
ENSG00000271815.1	214	lincRNA
ENSG00000271821.1	563	lincRNA
ENSG00000271840.1	287	lincRNA
ENSG00000271843.1	474	lincRNA
ENSG00000271850.1	159	lincRNA
ENSG00000271855.1	528	lincRNA
ENSG00000271856.1	991	lincRNA
ENSG00000271862.1	334	lincRNA
ENSG00000271869.1	1216	lincRNA
ENSG00000271882.1	856	lincRNA
ENSG00000271888.1	185	lincRNA
ENSG00000271914.1	588	lincRNA
ENSG00000271938.1	231	lincRNA
ENSG00000271952.1	215	lincRNA
ENSG00000271966.1	319	lincRNA
ENSG00000271967.1	193	lincRNA
ENSG00000271973.1	318	lincRNA
ENSG00000272010.1	908	lincRNA
ENSG00000272024.1	360	lincRNA
ENSG00000272040.1	452	lincRNA
ENSG00000272043.1	173	lincRNA
ENSG00000272053.1	1013	lincRNA
ENSG00000272076.1	176	lincRNA
ENSG00000272077.1	704	lincRNA
ENSG00000272079.2	519	lincRNA
ENSG00000272081.1	420	lincRNA
ENSG00000272086.1	1435	lincRNA
ENSG00000272087.1	850	lincRNA
ENSG00000272088.1	189	lincRNA
ENSG00000272092.1	386	lincRNA
ENSG00000272097.1	210	lincRNA
ENSG00000272112.1	1114	lincRNA
ENSG00000272128.1	187	lincRNA
ENSG00000272129.1	306	lincRNA
ENSG00000272140.2	484	lincRNA
ENSG00000272141.1	394	lincRNA
ENSG00000272142.1	624	lincRNA
ENSG00000272143.1	468	lincRNA
ENSG00000272144.1	553	lincRNA
ENSG00000272156.1	642	lincRNA
ENSG00000272168.4	309	lincRNA
ENSG00000272192.1	259	lincRNA
ENSG00000272205.1	321	lincRNA
ENSG00000272217.1	320	lincRNA
ENSG00000272221.1	1070	lincRNA
ENSG00000272255.1	455	lincRNA
ENSG00000272264.1	379	lincRNA
ENSG00000272275.1	540	lincRNA
ENSG00000272279.1	401	lincRNA
ENSG00000272282.1	443	lincRNA
ENSG00000272301.1	780	lincRNA
ENSG00000272308.1	560	lincRNA
ENSG00000272316.1	261	lincRNA
ENSG00000272334.1	245	lincRNA
ENSG00000272335.1	1182	lincRNA
ENSG00000272338.2	689	lincRNA
ENSG00000272341.1	572	lincRNA
ENSG00000272343.1	461	lincRNA
ENSG00000272360.1	166	lincRNA
ENSG00000272361.2	214	lincRNA
ENSG00000272366.1	187	lincRNA
ENSG00000272369.1	876	lincRNA
ENSG00000272374.1	172	lincRNA
ENSG00000272375.1	191	lincRNA
ENSG00000272382.1	378	lincRNA
ENSG00000272384.1	239	lincRNA
ENSG00000272406.1	212	lincRNA
ENSG00000272416.1	176	lincRNA
ENSG00000272417.1	282	lincRNA
ENSG00000272426.1	164	lincRNA
ENSG00000272430.1	210	lincRNA
ENSG00000272432.1	246	lincRNA
ENSG00000272438.1	266	lincRNA
ENSG00000272440.1	855	lincRNA
ENSG00000272444.1	223	lincRNA
ENSG00000272447.1	828	lincRNA
ENSG00000272449.1	1005	lincRNA
ENSG00000272455.1	1142	lincRNA
ENSG00000272456.1	316	lincRNA
ENSG00000272459.1	160	lincRNA
ENSG00000272462.2	781	lincRNA
ENSG00000272463.1	203	lincRNA
ENSG00000272468.1	777	lincRNA
ENSG00000272482.1	383	lincRNA
ENSG00000272505.1	285	lincRNA
ENSG00000272506.1	176	lincRNA
ENSG00000272512.1	199	lincRNA
ENSG00000272523.1	1292	lincRNA
ENSG00000272524.1	312	lincRNA
ENSG00000272525.1	401	lincRNA
ENSG00000272555.1	211	lincRNA
ENSG00000272556.1	1101	lincRNA
ENSG00000272564.1	194	lincRNA
ENSG00000272567.1	681	lincRNA
ENSG00000272583.1	409	lincRNA
ENSG00000272622.1	347	lincRNA
ENSG00000272630.1	334	lincRNA
ENSG00000272644.1	1218	lincRNA
ENSG00000272645.2	1332	lincRNA
ENSG00000272650.1	523	lincRNA
ENSG00000272654.1	1016	lincRNA
ENSG00000272662.1	166	lincRNA
ENSG00000272666.1	995	lincRNA
ENSG00000272667.1	1424	lincRNA
ENSG00000272707.1	887	lincRNA
ENSG00000272711.1	1156	lincRNA
ENSG00000272716.1	376	lincRNA
ENSG00000272720.1	456	lincRNA
ENSG00000272733.1	195	lincRNA
ENSG00000272754.1	288	lincRNA
ENSG00000272764.1	1089	lincRNA
ENSG00000272777.1	562	lincRNA
ENSG00000272787.1	594	lincRNA
ENSG00000272791.1	341	lincRNA
ENSG00000272792.1	200	lincRNA
ENSG00000272799.1	155	lincRNA
ENSG00000272800.1	168	lincRNA
ENSG00000272829.1	526	lincRNA
ENSG00000272849.1	1297	lincRNA
ENSG00000272853.1	577	lincRNA
ENSG00000272861.1	403	lincRNA
ENSG00000272871.1	709	lincRNA
ENSG00000272885.1	164	lincRNA
ENSG00000272894.4	624	lincRNA
ENSG00000272899.2	312	lincRNA
ENSG00000272906.1	372	lincRNA
ENSG00000272908.1	273	lincRNA
ENSG00000272911.1	335	lincRNA
ENSG00000272913.1	959	lincRNA
ENSG00000272931.1	872	lincRNA
ENSG00000272933.1	1174	lincRNA
ENSG00000272953.1	358	lincRNA
ENSG00000272970.1	321	lincRNA
ENSG00000272994.1	741	lincRNA
ENSG00000273001.1	422	lincRNA
ENSG00000273004.1	191	lincRNA
ENSG00000273008.1	263	lincRNA
ENSG00000273014.1	1220	lincRNA
ENSG00000273015.2	1371	lincRNA
ENSG00000273033.2	879	lincRNA
ENSG00000273038.2	642	lincRNA
ENSG00000273061.1	1098	lincRNA
ENSG00000273084.1	623	lincRNA
ENSG00000273102.1	186	lincRNA
ENSG00000273107.1	208	lincRNA
ENSG00000273117.1	859	lincRNA
ENSG00000273142.1	1308	lincRNA
ENSG00000273143.1	254	lincRNA
ENSG00000273145.1	763	lincRNA
ENSG00000273148.1	698	lincRNA
ENSG00000273153.1	347	lincRNA
ENSG00000273156.1	614	lincRNA
ENSG00000273160.1	343	lincRNA
ENSG00000273162.1	524	lincRNA
ENSG00000273165.1	301	lincRNA
ENSG00000273175.1	314	lincRNA
ENSG00000273203.1	271	lincRNA
ENSG00000273218.1	551	lincRNA
ENSG00000273230.1	347	lincRNA
ENSG00000273243.1	424	lincRNA
ENSG00000273245.1	391	lincRNA
ENSG00000273257.1	205	lincRNA
ENSG00000273265.1	726	lincRNA
ENSG00000273270.1	1004	lincRNA
ENSG00000273272.1	586	lincRNA
ENSG00000273295.1	195	lincRNA
ENSG00000273305.1	583	lincRNA
ENSG00000273308.1	274	lincRNA
ENSG00000273319.1	269	lincRNA
ENSG00000273329.1	352	lincRNA
ENSG00000273341.1	324	lincRNA
ENSG00000273344.1	1509	lincRNA
ENSG00000273355.1	492	lincRNA
ENSG00000273356.1	424	lincRNA
ENSG00000273366.1	265	lincRNA
ENSG00000273375.1	229	lincRNA
ENSG00000273399.2	162	lincRNA
ENSG00000273424.1	466	lincRNA
ENSG00000273437.1	1084	lincRNA
ENSG00000273448.1	374	lincRNA
ENSG00000273449.1	702	lincRNA
ENSG00000273456.1	877	lincRNA
ENSG00000273472.1	635	lincRNA
ENSG00000273493.1	357	lincRNA
ENSG00000273576.1	1481	lincRNA
ENSG00000273582.1	222	lincRNA
ENSG00000273615.1	224	lincRNA
ENSG00000273650.1	212	lincRNA
ENSG00000273669.1	652	lincRNA
ENSG00000273702.1	861	lincRNA
ENSG00000273723.1	770	lincRNA
ENSG00000273759.1	1136	lincRNA
ENSG00000273796.1	309	lincRNA
ENSG00000273812.1	377	lincRNA
ENSG00000273816.1	259	lincRNA
ENSG00000273821.1	191	lincRNA
ENSG00000273824.1	304	lincRNA
ENSG00000273972.1	304	lincRNA
ENSG00000274020.1	1009	lincRNA
ENSG00000274021.1	246	lincRNA
ENSG00000274029.1	182	lincRNA
ENSG00000274104.1	1371	lincRNA
ENSG00000274173.1	573	lincRNA
ENSG00000274191.1	435	lincRNA
ENSG00000274213.1	946	lincRNA
ENSG00000274215.1	201	lincRNA
ENSG00000274225.1	164	lincRNA
ENSG00000274245.1	263	lincRNA
ENSG00000274251.1	191	lincRNA
ENSG00000274265.3	1060	lincRNA
ENSG00000274292.1	286	lincRNA
ENSG00000274341.1	684	lincRNA
ENSG00000274370.1	415	lincRNA
ENSG00000274372.3	201	lincRNA
ENSG00000274373.1	248	lincRNA
ENSG00000274422.1	631	lincRNA
ENSG00000274508.1	229	lincRNA
ENSG00000274561.1	1361	lincRNA
ENSG00000274605.1	1266	lincRNA
ENSG00000274712.1	1184	lincRNA
ENSG00000274818.1	618	lincRNA
ENSG00000274828.1	1171	lincRNA
ENSG00000274840.3	394	lincRNA
ENSG00000274918.1	177	lincRNA
ENSG00000274922.1	449	lincRNA
ENSG00000274925.1	724	lincRNA
ENSG00000274961.1	247	lincRNA
ENSG00000275106.1	396	lincRNA
ENSG00000275119.1	163	lincRNA
ENSG00000275180.1	1212	lincRNA
ENSG00000275223.1	171	lincRNA
ENSG00000275263.1	304	lincRNA
ENSG00000275294.3	211	lincRNA
ENSG00000275401.1	169	lincRNA
ENSG00000275409.1	188	lincRNA
ENSG00000275418.1	549	lincRNA
ENSG00000275479.1	763	lincRNA
ENSG00000275481.1	221	lincRNA
ENSG00000275484.1	293	lincRNA
ENSG00000275542.1	188	lincRNA
ENSG00000275557.1	1103	lincRNA
ENSG00000275580.1	606	lincRNA
ENSG00000275632.1	1186	lincRNA
ENSG00000275703.1	275	lincRNA
ENSG00000275709.1	223	lincRNA
ENSG00000275720.1	208	lincRNA
ENSG00000275759.1	507	lincRNA
ENSG00000275764.1	1467	lincRNA
ENSG00000275784.1	471	lincRNA
ENSG00000275964.1	1363	lincRNA
ENSG00000275966.1	202	lincRNA
ENSG00000276030.1	222	lincRNA
ENSG00000276071.1	278	lincRNA
ENSG00000276073.1	178	lincRNA
ENSG00000276136.1	813	lincRNA
ENSG00000276188.1	283	lincRNA
ENSG00000276216.1	616	lincRNA
ENSG00000276445.1	300	lincRNA
ENSG00000276529.1	1148	lincRNA
ENSG00000276564.1	208	lincRNA
ENSG00000276698.1	866	lincRNA
ENSG00000276728.1	483	lincRNA
ENSG00000276791.1	216	lincRNA
ENSG00000276814.1	351	lincRNA
ENSG00000276855.1	864	lincRNA
ENSG00000276995.1	484	lincRNA
ENSG00000277013.1	404	lincRNA
ENSG00000277142.1	311	lincRNA
ENSG00000277147.3	669	lincRNA
ENSG00000277218.1	405	lincRNA
ENSG00000277232.2	186	lincRNA
ENSG00000277369.1	631	lincRNA
ENSG00000277423.1	434	lincRNA
ENSG00000277476.1	861	lincRNA
ENSG00000277491.1	170	lincRNA
ENSG00000277511.1	650	lincRNA
ENSG00000277559.1	375	lincRNA
ENSG00000277639.1	191	lincRNA
ENSG00000277767.1	281	lincRNA
ENSG00000277778.1	336	lincRNA
ENSG00000277782.1	1353	lincRNA
ENSG00000277851.1	269	lincRNA
ENSG00000277969.1	1112	lincRNA
ENSG00000277999.1	450	lincRNA
ENSG00000278002.1	337	lincRNA
ENSG00000278075.1	288	lincRNA
ENSG00000278107.1	740	lincRNA
ENSG00000278175.2	394	lincRNA
ENSG00000278231.1	852	lincRNA
ENSG00000278238.1	887	lincRNA
ENSG00000278276.1	385	lincRNA
ENSG00000278344.1	183	lincRNA
ENSG00000278376.1	497	lincRNA
ENSG00000278385.1	207	lincRNA
ENSG00000278389.1	187	lincRNA
ENSG00000278467.1	413	lincRNA
ENSG00000278611.1	638	lincRNA
ENSG00000278668.1	277	lincRNA
ENSG00000278730.1	1497	lincRNA
ENSG00000278740.1	573	lincRNA
ENSG00000278743.1	764	lincRNA
ENSG00000278765.1	463	lincRNA
ENSG00000278816.1	182	lincRNA
ENSG00000278847.1	342	lincRNA
ENSG00000278869.1	497	lincRNA
ENSG00000278921.2	173	lincRNA
ENSG00000279078.1	280	lincRNA
ENSG00000279278.1	294	lincRNA
ENSG00000279597.1	176	lincRNA
ENSG00000279636.2	361	lincRNA
ENSG00000279873.2	504	lincRNA
ENSG00000280224.1	173	lincRNA
ENSG00000280303.2	229	lincRNA
ENSG00000280560.1	318	lincRNA
ENSG00000280721.1	820	lincRNA
ENSG00000280798.1	1451	lincRNA
ENSG00000280916.1	161	lincRNA
ENSG00000281005.1	509	lincRNA
ENSG00000281181.1	167	lincRNA
ENSG00000281332.1	578	lincRNA
ENSG00000281357.1	215	lincRNA
ENSG00000281383.1	499	lincRNA
ENSG00000281404.1	1252	lincRNA
ENSG00000281538.1	436	lincRNA
ENSG00000281649.1	1526	lincRNA
ENSG00000281655.1	169	lincRNA
ENSG00000281912.1	323	lincRNA
